ID,Economy,Code,Region,Income_group,WBL_Report_Year,WBL_INDEX,MOBILITY,passport,travel_outside_country,travel_outside_home,choose__live,WORKPLACE,get__job,prohibit_discrimination__employment,sexual_harassment_employment,penalties_sexual_harassment_employment,PAY,equal_remuneration,work__night,_jobs_deemed_dangerous,work_ndustries,MARRIAGE,woman_obey__husband,head_family,domestic_violence,divorce,remarry,PARENTHOOD,paid_available_mothers,maternity_benefits,paid__fathers,paid_parental,pregnant_workers_prohibited,ENTREPRENEURSHIP,sign_contract,register_business,bank_account,prohibit_discrimination_credit,ASSETS,ownership_immovable_property,equal_inherit,spouses_equal_inherit,spouses_equal_administrative,nonmonetary_contributions,PENSION,pension_benefits_equal,partial_pension_benefits,mandatory_retirement,_childcare_pension_benefits
CHE2020,Switzerland,CHE,High income: OECD,High income,2020,85.6,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CHL1991,Chile,CHL,High income: OECD,High income,1991,54.4,100,true,true,true,true,25,true,false,false,false,25,false,true,false,false,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1992,Chile,CHL,High income: OECD,High income,1992,54.4,100,true,true,true,true,25,true,false,false,false,25,false,true,false,false,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1993,Chile,CHL,High income: OECD,High income,1993,54.4,100,true,true,true,true,25,true,false,false,false,25,false,true,false,false,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1994,Chile,CHL,High income: OECD,High income,1994,54.4,100,true,true,true,true,25,true,false,false,false,25,false,true,false,false,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1995,Chile,CHL,High income: OECD,High income,1995,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1996,Chile,CHL,High income: OECD,High income,1996,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1997,Chile,CHL,High income: OECD,High income,1997,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1998,Chile,CHL,High income: OECD,High income,1998,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL1999,Chile,CHL,High income: OECD,High income,1999,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2000,Chile,CHL,High income: OECD,High income,2000,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2001,Chile,CHL,High income: OECD,High income,2001,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2002,Chile,CHL,High income: OECD,High income,2002,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2003,Chile,CHL,High income: OECD,High income,2003,60.6,100,true,true,true,true,25,true,false,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2004,Chile,CHL,High income: OECD,High income,2004,63.8,100,true,true,true,true,50,true,true,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2005,Chile,CHL,High income: OECD,High income,2005,63.8,100,true,true,true,true,50,true,true,false,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2006,Chile,CHL,High income: OECD,High income,2006,66.9,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,40,true,false,false,true,false,60,true,true,false,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2007,Chile,CHL,High income: OECD,High income,2007,71.9,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,80,true,true,true,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2008,Chile,CHL,High income: OECD,High income,2008,71.9,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,80,true,true,true,false,true,75,true,true,true,false,60,false,true,true,false,true,50,false,true,true,false
CHL2009,Chile,CHL,High income: OECD,High income,2009,75,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,80,true,true,true,false,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2010,Chile,CHL,High income: OECD,High income,2010,75,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,80,true,true,true,false,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2011,Chile,CHL,High income: OECD,High income,2011,75,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,80,true,true,true,false,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2012,Chile,CHL,High income: OECD,High income,2012,75,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,80,true,true,true,false,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2013,Chile,CHL,High income: OECD,High income,2013,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2014,Chile,CHL,High income: OECD,High income,2014,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2015,Chile,CHL,High income: OECD,High income,2015,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2016,Chile,CHL,High income: OECD,High income,2016,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2017,Chile,CHL,High income: OECD,High income,2017,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2018,Chile,CHL,High income: OECD,High income,2018,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2019,Chile,CHL,High income: OECD,High income,2019,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CHL2020,Chile,CHL,High income: OECD,High income,2020,77.5,100,true,true,true,true,75,true,true,true,false,75,false,true,true,true,60,true,false,true,true,false,100,true,true,true,true,true,75,true,true,true,false,60,false,true,true,false,true,75,false,true,true,true
CZE1971,Czech Republic,CZE,High income: OECD,High income,1971,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1972,Czech Republic,CZE,High income: OECD,High income,1972,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1973,Czech Republic,CZE,High income: OECD,High income,1973,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1974,Czech Republic,CZE,High income: OECD,High income,1974,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1975,Czech Republic,CZE,High income: OECD,High income,1975,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1976,Czech Republic,CZE,High income: OECD,High income,1976,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1977,Czech Republic,CZE,High income: OECD,High income,1977,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1978,Czech Republic,CZE,High income: OECD,High income,1978,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1979,Czech Republic,CZE,High income: OECD,High income,1979,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1980,Czech Republic,CZE,High income: OECD,High income,1980,64.4,100,true,true,true,true,25,true,false,false,false,25,true,false,false,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1981,Czech Republic,CZE,High income: OECD,High income,1981,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1982,Czech Republic,CZE,High income: OECD,High income,1982,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1983,Czech Republic,CZE,High income: OECD,High income,1983,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1984,Czech Republic,CZE,High income: OECD,High income,1984,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1985,Czech Republic,CZE,High income: OECD,High income,1985,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1986,Czech Republic,CZE,High income: OECD,High income,1986,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1987,Czech Republic,CZE,High income: OECD,High income,1987,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1988,Czech Republic,CZE,High income: OECD,High income,1988,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1989,Czech Republic,CZE,High income: OECD,High income,1989,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1990,Czech Republic,CZE,High income: OECD,High income,1990,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1991,Czech Republic,CZE,High income: OECD,High income,1991,67.5,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,60,true,true,false,false,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1992,Czech Republic,CZE,High income: OECD,High income,1992,70,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1993,Czech Republic,CZE,High income: OECD,High income,1993,70,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1994,Czech Republic,CZE,High income: OECD,High income,1994,70,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1995,Czech Republic,CZE,High income: OECD,High income,1995,70,100,true,true,true,true,25,true,false,false,false,50,true,false,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1996,Czech Republic,CZE,High income: OECD,High income,1996,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1997,Czech Republic,CZE,High income: OECD,High income,1997,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1998,Czech Republic,CZE,High income: OECD,High income,1998,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE1999,Czech Republic,CZE,High income: OECD,High income,1999,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2000,Czech Republic,CZE,High income: OECD,High income,2000,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2001,Czech Republic,CZE,High income: OECD,High income,2001,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2002,Czech Republic,CZE,High income: OECD,High income,2002,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2003,Czech Republic,CZE,High income: OECD,High income,2003,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2004,Czech Republic,CZE,High income: OECD,High income,2004,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2005,Czech Republic,CZE,High income: OECD,High income,2005,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2006,Czech Republic,CZE,High income: OECD,High income,2006,73.1,100,true,true,true,true,25,true,false,false,false,75,true,true,true,false,80,true,true,false,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2007,Czech Republic,CZE,High income: OECD,High income,2007,81.9,100,true,true,true,true,75,true,true,true,false,75,true,true,true,false,100,true,true,true,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2008,Czech Republic,CZE,High income: OECD,High income,2008,81.9,100,true,true,true,true,75,true,true,true,false,75,true,true,true,false,100,true,true,true,true,true,80,true,true,false,true,true,75,true,true,true,false,100,true,true,true,true,true,50,false,false,true,true
CZE2009,Czech Republic,CZE,High income: OECD,High income,2009,88.1,100,true,true,true,true,100,true,true,true,true,75,true,true,true,false,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2010,Czech Republic,CZE,High income: OECD,High income,2010,88.1,100,true,true,true,true,100,true,true,true,true,75,true,true,true,false,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2011,Czech Republic,CZE,High income: OECD,High income,2011,88.1,100,true,true,true,true,100,true,true,true,true,75,true,true,true,false,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2012,Czech Republic,CZE,High income: OECD,High income,2012,88.1,100,true,true,true,true,100,true,true,true,true,75,true,true,true,false,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2013,Czech Republic,CZE,High income: OECD,High income,2013,91.3,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2014,Czech Republic,CZE,High income: OECD,High income,2014,91.3,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2015,Czech Republic,CZE,High income: OECD,High income,2015,91.3,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2016,Czech Republic,CZE,High income: OECD,High income,2016,91.3,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2017,Czech Republic,CZE,High income: OECD,High income,2017,91.3,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2018,Czech Republic,CZE,High income: OECD,High income,2018,91.3,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,80,true,true,false,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2019,Czech Republic,CZE,High income: OECD,High income,2019,93.8,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,100,true,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
CZE2020,Czech Republic,CZE,High income: OECD,High income,2020,93.8,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,100,true,true,true,true,true,100,true,true,true,true,100,true,true,true,true,true,50,false,false,true,true
DEU1971,Germany,DEU,High income: OECD,High income,1971,65,100,true,true,true,true,0,false,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1972,Germany,DEU,High income: OECD,High income,1972,65,100,true,true,true,true,0,false,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1973,Germany,DEU,High income: OECD,High income,1973,65,100,true,true,true,true,0,false,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1974,Germany,DEU,High income: OECD,High income,1974,65,100,true,true,true,true,0,false,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1975,Germany,DEU,High income: OECD,High income,1975,65,100,true,true,true,true,0,false,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1976,Germany,DEU,High income: OECD,High income,1976,65,100,true,true,true,true,0,false,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1977,Germany,DEU,High income: OECD,High income,1977,65,100,true,true,true,true,0,false,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1978,Germany,DEU,High income: OECD,High income,1978,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1979,Germany,DEU,High income: OECD,High income,1979,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1980,Germany,DEU,High income: OECD,High income,1980,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1981,Germany,DEU,High income: OECD,High income,1981,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1982,Germany,DEU,High income: OECD,High income,1982,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1983,Germany,DEU,High income: OECD,High income,1983,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1984,Germany,DEU,High income: OECD,High income,1984,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1985,Germany,DEU,High income: OECD,High income,1985,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1986,Germany,DEU,High income: OECD,High income,1986,68.1,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,40,true,false,false,false,true,75,true,true,true,false,100,true,true,true,true,true,75,true,true,true,false
DEU1987,Germany,DEU,High income: OECD,High income,1987,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1988,Germany,DEU,High income: OECD,High income,1988,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1989,Germany,DEU,High income: OECD,High income,1989,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1990,Germany,DEU,High income: OECD,High income,1990,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1991,Germany,DEU,High income: OECD,High income,1991,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1992,Germany,DEU,High income: OECD,High income,1992,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1993,Germany,DEU,High income: OECD,High income,1993,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1994,Germany,DEU,High income: OECD,High income,1994,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1995,Germany,DEU,High income: OECD,High income,1995,73.8,100,true,true,true,true,25,true,false,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1996,Germany,DEU,High income: OECD,High income,1996,76.9,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1997,Germany,DEU,High income: OECD,High income,1997,76.9,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1998,Germany,DEU,High income: OECD,High income,1998,76.9,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU1999,Germany,DEU,High income: OECD,High income,1999,76.9,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU2000,Germany,DEU,High income: OECD,High income,2000,76.9,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU2001,Germany,DEU,High income: OECD,High income,2001,76.9,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU2002,Germany,DEU,High income: OECD,High income,2002,76.9,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,80,true,true,false,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU2003,Germany,DEU,High income: OECD,High income,2003,79.4,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,100,true,true,true,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
DEU2004,Germany,DEU,High income: OECD,High income,2004,79.4,100,true,true,true,true,50,true,true,false,false,50,false,true,true,false,100,true,true,true,true,true,60,true,false,false,true,true,75,true,true,true,false,100,true,true,true,true,true,100,true,true,true,true
